Post,1Comment,2Comment
Nothjng better than ur own mum telling you that you can fend for your self from now on… thanks mum 👍,,
I have had a very very hard week I work aylt a Crisis Center an many trivgaribg cliebts ablnt then the holodays after my dad killed himself ( my therapist thinks im in a menic depressive ) along with the other mental health issues im dealling with . I lost it trying to use my many coping skills but nothing eorked so I was in the midset of death. I had a plan  but my intent was shakey so i utilied the coping dkill that always works Cuttin deep but en even amounts 4 on each side but now i have regret its been 3 1/2 monthis since the last time. I feel like a failure ... Im not sure why im writting this or what i hope to gain just needed some ithe to share with I guess,,
"TW
I have have a crippling fear of sleepovers ever since my SA. 
My partner has been asking me for years to sleepover but ive had panic attacks ever since my incident. 
I plan on trying to sleepover this weekend for the first time in 4 years. Any advice?",,
"Vent to this whole deal update last part:

Today was a calm day I’m slowly going back to myself but due to my emotions being shaken up for the last two days my healing eye surgery began to act up a bit my eyes leaked frequently today also from crying for two days now out of stress my eye is super dry and slowly returning to normal but 

I know I shouldn’t but my gut told me to activate my account once more to see how every member reacted there was one left from the whole drama 

Apperantly she couldn’t keep this matter on the low and had to post a status out to others calling me insane telling that no such thing was happening it was all in my head that I’m in a bad mental headspace 

I’m in a fed up being take advantage of  and done with people headspace  

She could not or the many members could not take accountability for their actions of 

Making fun how I’m into cute things 
Forcing me to play game franchise 
Often questioning me why I take breaks 
Whenever there was a topic and I stated my opinion I’d get told I’m wrong 

Disagreeing on stuff often 

No like I can’t stand being on eggshells constantly I had to ditch 

I’m maturing in areas where I feel the people around me was frozen in time frozen in a place that no longer serves me ngl 5 years ago( when I joined) I was a person who I’m not AT ALL today 

People change 
People move on 
It makes me wonder why can’t everyone get this 

So after reading this whole ordeal status I felt so much better leaving more than I’m feeling already 

It’s interesting unlike other times I’d mourn and miss a person for about a month it only took two days and I’m 90% over them 

In a way I was hating them already so ye cutting them off was so good I’m no longer carrying this burden 

But however from bad experiences when people mess me up I often remember a tad bit of good times even if it was maybe fake 

However we must all move on in order to reach our higher selves",,
has anyone ever signed their minor over to state so they could get the proper care for their mi ??,,
"Arrrr why do i give give give and leave myself with nothing, feeling so used right now, by the person i thought loved and cared for me.",,
"So this is me,

During my childhood i suffered from anxiety and depression but I was able to keep it under control by staying round friends for as long as I cud ( bcus of the pressure at home ) my childhood wasn't great wot so ever ( bcus I'm trans  ) this was bk in the 70's both Parents knew so did my 2 brothers but this was the 70's wen I was 6 my Parents got married but it didn't last long about 6 months until my mother found out that my father was sleeping with the baby sitter from that day on my mother blamed me for everything even the break up from my father, my father was a dead beat blaming me saying that he doesn't want to be around wen his oldest son thinks that he's a girl ( I was a girl  ) my mother turned my 2 brothers against me saying it was my fault that they no longer have a father wen I was 12 she tried to kill me i was also Accused off burning down the family home and sending my mother a Frightening letter which I didn't it turned out that it was my mother 😡 I didn't find out until i was 18, wen I was 12 i went to were my father lived to ask if I cud live with him he then took me to the police and saying that he wants nothing to do with me the police took me bk home, wen I was 13 my mother was dating this man ( can't remember his name now ) he beat me bcus i went out like myself 'a girl ' he beat me with a studded belt and left marks on my body my mother did nothing 😡 age 13 my sister was born this was 1982 the same year i was put in an all boys bordinschool my mother said it wud make a man out of me the school was for those with Learning difficulties ( I got raped there 😡 ) i didn't see anyone about it i didn't even tell my mother bcus i knew what she wud of said i made sure that the head of the school also didn't tell her, wen I was 18 i was told tell Paul dinner is ready ( Paul is my younger brother 3 years younger then me ) so I knocked on his do but nothing but I knew he was in his room so i opened the door and saw him having sex with another boy so I left he runs out of the room and gose don't tell mum i told him that's not down to me but him he told our mum she was fine with it so i thought I'd ask my mum to help me be more me but all I got was if I find out ur gay I'll fkn kill you so I said never mind and walked out i got married wen I was 22 my daughter was born in 1991 while i was still 22 was married for almost 15 years we split in 05 bcus I found out that she cheated on me with someone old enough to be her child he was 19 she was 40 her oldest son was 18 in 2005 i met this woman while my best friend at the time was helping me and my daughter out by feeding us bcus i didn't have a cooker at the time In 07 i asked that woman out ( i wish i didn't tbh ) at first she was kool but as soon as me and my daughter moved in it started to get ugly it started off slowly with the dirty looks just bcus i was sitting next to my daughter or talking to someone younger then myself i cud talk to people older than me but not younger that also ment my own daughter then the beatings came in 2008 on my 40th birthday she beat me in the town where I live wen she was asked why she gose i don't know but by that point i was to scared to leave in 2016 she made me  homeless which was the best thing she did for me (this is only part of what had happened to me bcus I'd be here for ages) but thanks to all the 💩 I've been through i now suffer with eupd madd social anxiety and borderline bipolar and thanks to all that I've been hearing voices.",,
Thanks to my best mate I am still hear. Tonigh was the lowest iv been and I came very close to ending it all. So I just want to say thank you,,
"Thankyou for adding me.i have lots of family who have been mentally poorly and some that still are ,I have struggled myself with trying to support and help my close family . Right now things are stable but anything could flare back up. I'm tired ,stressed but will carry on .",,
Has anyone tried hypnotherapy/hypnosis?? X,,
"Hi everyone i hope you are all looking forward to Xmas as best we can this year. I personally have had a friend of 2 years who always said he would never hurt me, during those 2 years would say he would never hurt and he knew of my bad childhood and being harassed by a neighbour for 2 years, yet still hurt me with his words for no reason at all.
  I hope you are all looking forward to Xmas as best we can this year. 
 Love and hugs to each and every one of you ❤️ 
  XXXXXXXXXXXX",,
M upset cos I had another job interview today  but I didn't get it feel like the guy interviewing me just wasn't interested in me cos didn't even read my CV when I gave it to him and didn't let me say more it like he wanted to get it over with and the manager asked me whether iv worked there before but I said no but I have so he caught me out :'(,,
"Okay, so mentally healthy people can be alone and enjoy this holiday season.  I am around so many people so much,  I need solitude.  But I also have the Holy Spirit inside me, so I'm never alone",,
"Hi to you all,i hope everyone is doing well, personally my mental health is slightly better. 
Love and best wishes 
XXXXXXXXXX",,
Today feels all wrong...,,
Every one asks if I'm ok..to there face I say yes.but really I'm not..it came to a head the other Saturday night.. stopped taking my pills a week earlier and had withdrawal.Then had a bottle of JD in 3 hours that's is my brave juice and ran head on into traffic trying to get run over just to take the pain away..I got stopped after the 3rd attempt the police got me..it was my first time doing anything like that..but I felt in control for the first time for a long while..some people picked me up and said it's not worth it...I said walk a mile in my shoes..then tell me..,,
I feel like a nobody :( I need to talk to someone....,,
"Hey guys,

What does dissociation feel like for you?

I've often felt like my body is literally hollow and numb and it feels like I need to pinch myself to kinda test if I'm still present. It often feels like I'm a ghost in a way.",,
"I'm getting over a bad second degree burn I'm sick as a dog right now and I gave up applying for jobs forget my life I keep doing and just keep failing but I haven't given up not yet anyways. , 😭",,
"Hi everyone, i hope you are all doing your very best you can, i personally have been struggling much more than usual. Love and best wishes to each and every one of you. ❤️🩷🧡 XXXXXXXXX",,
"Rant vomit( reply only if you want not obligated)

I’m a bit disappointed in myself, I know it’s been awhile but remember that girl I told you about that gets mad when I don’t agree with her or like same media as her(she’s 26( year younger than me) and she idk man she’s stupid) I notice every single I don’t do what she asks or agree with her opinion on game or anime character she gets all mad and refuses to talk to me for a few days or respond in the group chat I’m in or acknowledges me in the group chat and only responds to other member 

I AM 
Done being a clown 

It’s what I’m feeling like a clown 

I swear the more I’m healing the more irritated I get with unevolved souls and turned off by humans 

Who cares if she’s the only friend who’s soon about to become a stranger 

Who cares if I’m the bad guy one more time 

What matters is I know who I am 

I guess it’s fairytale to expect chill folks and resonable beings who are chill like me 

Don’t get me wrong half the time I have my head up in the clouds without any substance because how chill I usually am but once I see a red flag I get annoyed like now",,
"The most beautiful things aren't perfect, they are specials 🌷",,
M upset cos I just had a job interview but I didn't get it feel like they just weren't interested in me cos didn't even want to keep my CV 😢 iv had enough of all of these rejections I just want to give up no one wants to hire me 😢,,
"I thought I’d already hit all breaking points but tonight did it. I came in my bedroom to find my $2k plastic jaw splint (looks like a retainer) chewed up by my youngest dog. I still have a lot to pay on my care credit for it along with around $6k total between 2 other cards. My boyfriend and I have been struggling as it is financially, paycheck to paycheck since our mortgage alone is $2300. 
It was like 6 months ago I started seeing a dr for TMJ and when my splint was made, which I’ve been told to wear all the time…it’s been very difficult for me to do and I end up taking it out during the night when I sleep and forgot to put it back in the case this morning. Only reason my dog got to it was because I locked him in the room for just a few minutes while furniture (ripped up couch also by same dog) was being moved outside my house! It was so preventable 😭 I’m also 9 wks pregnant so more irritable and forgetful, and why any further procedure done on my jaw needs put on hold anyway (Botox was the next step before fixing my disc), so idk if there’s any point in paying to get a new one right now. Either way I’m so mad about it especially since I still have to pay off debt for the one that got destroyed 😩",,
"Update:( comments aren’t required but if you want do it anyways) 

So I got my hair done last night I love it so much 

I got along with my hairstylist, her husband and daughter it was so good socializing last night we talked about various things clever convos are the best 

Not sure if you guys allow selfies but it looks so cool I love it",,
I need to get out of my house. But where can I go?,,
"Many, if not all of us suffer from varying degrees of depression, anxiety etc. I recognize that there are some amazing organisations out there in various countries doing their best to support.

However, one area above all others undermines the work being done. 

POOR COMMUNICATION

If someone offers help but is unable to commit due to unavoidable circumstances.... Please, please let the client know.. The damage done by poor communication is extremely dangerous. I'll say no more.....",,
What should I do about self confidence issues? I feel super insecure. im constantly comparing myself to others and anytime I don’t feel pretty I feel like shit. It feels like it’s controlling my entire life.,,
M upset cos I had a job interview today but I didn't get it cos I was too stressed out cos my dad was moaning at me about what m wearing but I look smart but he just doesn't like my clothes thinks that's the reason y I get rejected but I blame him he does it every time I have an interview ☹😢😒😠,,
I’ve tried to get help with debt today but I can’t afford to set the debt relief up . So I guess I’ll have to keep on struggling. I have no friends or family. Life is rubbish,,
Is Tommy Smith in the group,,
Hey new around here anyone wanna chat talk bout life n what not?,,
Does anybody have advice on what to do when you just feel alone? I have zero friends and I just don’t have anybody to talk to. It’s just a really hard feeling and idk what to do lol,,
Can't take anymore,,
"In the midst of overwhelming loneliness, I can't help but feel the stark sting of hypocrisy. We're bombarded by endless social media posts about ""mental health awareness."" But when it comes down to it, the silence is deafening. It's like a facade of support is painted on social media platforms while in reality, the outreach for help is met with a cold, indifference.

I've sent messages to over 50 people, hoping for just one person to acknowledge me, to be that beacon of light in this darkness. Instead, I've been blocked, mocked, ignored, or met with ridicule. I've been called a freak, a weirdo, a r*****. 

I battle against self-hatred, feeling utterly unimportant, and wrestling with the reality of having no one to turn to.I hate myself for the vulnerability I'm burdened with, feeling like an inconvenience, feeling small and inconsequential in a world that seems to have no room for me.

The agony of being left alone with these thoughts is unbearable. Feeling like an insignificant figure in a crowded room, yearning for just a sliver of acknowledgment.

For those who, like me, have been let down, who have been ignored,  know that your pain is valid. Our battles are real, and it's okay to feel like this.",,
"Hello everyone, I was just wondering how people deal with loneliness? I'm really struggling and feel like no one likes me.",,
Over it all,,
"I dream of disappearing and starting over.  What good will that do me with my mind still screwed up?   Slowly working towards something better but  It's got to be mind and body first.

Escape (therapy poem)

Running again.  Doesn't matter where I go. 
Hoping some new place will heal my soul.

My broken heart here can no longer abide 
Miles build walls, locking emotions inside 

But as hard as I try I cant escape and just be
Even running away I must still take me.
-Brok3n Dream5-",,
**🍃How do you express your feelings and emotions when you're not in a position to talk about your anxiety or depression with someone else?**,,
"Can I just make a Suggestion, yesterday I hired a friend with a truck to take a load of stuff to the dump, and I paid him double what we agreed because I know the holidays fuck with people, he actually broke down crying thanking me, he's the most well adjusted person I know and yet he's been going through it.

So if my friend Dean is going through it, its BAD OUT THERE, random acts of kindness really do make peoples day, this morning I paid for the next 5 orders at our Coffee shop, I took our Homeless guy to a cafe and paid for a nice breakfast he was besides himself.

Just know this time of the year REALLY MESSES A with people but little thing can be huge moral boosts, I am trying to BE THE CHANGE I WANT TO SEE IN THE WORLD, something Dean always says to me, but even your Rock sometimes needs a hand,

So PLEASE do a random act of kindness, and if they want to thank you. Tell them TO PAY IT FORWARD, and BE THE CHANGE YOU WANT TO SEE. 

Practice a little COMPASSION, the World needs it right now",,
I don't know how to think i don't know what to do i don't know how to find peace i wish i could just disappear from this world everything is messed up now i cant fix it why me why do i have to suffer this way what have i done to anyone to disserve this pain😭😭😭😭,,
Okay.  I'll reword my comment.  It took a severe crisis for my son to be taken seriously concerning his need for long term mental care,,
"I'm new to the group. I don't know how these chats work. I can't afford a counselor. I don't know what I'm supposed to say. Uh, I was an abused child from an alcoholic father from age 4 to 14. I was molested by my 17 year old cousin when I was 10. I was kidnapped by a pedophile when I was 11. I experienced trauma all through my childhood. Then, when I became a teenager, I became a very mean and violent person hurting a lot of people physically. Then, I became addicted to drugs and alcohol and became a drug dealer and criminal. Street fights, gang fights, guns, knives, and it all led to arrests. I've come a long way I guess. I overcame the alcohol and drugs and smoking. I am still struggling with my temper and anger. I now have PTSD, bipolar and fibromyalgia. I have 11 serious injuries and 6 major surgeries that have left me in chronic 24/7 pain over all my body. Now I'm on opioids and gabapentin. I'm not the person I was due to the drugs. I really don't know who I am anymore. I struggle daily with depression and loneliness and suicidal thoughts.",,
Don't know who to talk to. Feel all alone. Don't know how end my life without  someone  trying to  save it.,,
"""At work, when stress tries to steal the spotlight, take a step back, breathe, and remember: you are in control, and every challenge is just another opportunity to shine.""",,
"HELP spinning out, my Father lost a sizable check I overnighted, and I don't have the money to cover it, dealing with the bank to get it reissued, the cashier said I would have to wait 90 days,  I am so pissed at my DADS IRRESPONSIBLITY, THE BANK for its anti customer policies, and the universe for fucking with me DAILY SINCE MY MOM DIED, And my MOM FOR GIVING UP AND DIEING, I am just angry, and I hate it.

I am so angry my tools aren't even working, guess I am just venting here, sorry, somewhere a voice in me is saying BREATH, THIS TOO WILL PASS...

SO I am doing nothing till I get my head straight",,
"Life will make you a real asshole. The majority of people I cared about in my life either left me in the dirt, betrayed my trust, stole from me, tried to kill me, or something along those lines. I have no love or empathy left for most people. It's 100% a defense mechanism that took years to develop. Maybe I'm becoming narcissistic I don't know I just feel like I'm a huge asshole and there is no trusting people. I'm sniffing for bullshit constantly and I'm ready to pop off on ANYBODY. I disowned my sister not too long ago. Never gonna speak to her again until our parents are dead. I can't imagine trusting another partner. Idk man I just hate nearly all people.",,
"I will put it out there the mental health care system rips families apart, I thought mine were better,were stronger, more fool me. One bit of advice I'd give, let your loved ones be there. Push through any guilt and don't forget to talk. X",,
"Possible trigger warning:

I've been trying all of the self help tips like journalling, gratitude journalling, meditation, affirmations, exercising to try and heal myself of the abuse and neglect that I experienced from my family, caretakers, teachers and schoolmates growing up, and I'll admit, it works for a little bit. It actually feels really good for a week or two when I do it consistently, but then something happens where I just stop. It's like i get chills down my spine, my body feels weirdly hollow like a ghost, my eyes feel heavy and I feel drowsy. Has anyone else experienced this? 

P.S.
Before you suggest therapy, I can't afford it, which is why I've been trying to heal on my own. I've tried free and low cost options and had a horrible experience. I basically let myself be a guinea pig to masters students, and that left a sour taste in my mouth. I also used the university's counselling services and they were bad. The therapist was dismissive and threw CBT down my throat whereas I needed validation and mirroring.",,
"TRIGGER WARNING, 

I believe I have long covid and back in march i had a really bad time where I couldn't do anything in the house etc, 

Well my son was removed from my care temporarily and I couldn't work out what the symptoms were - I thought I was getting old (back aches) and that I was fat (mobility problems ) and eating junk (breathing problems ) fatigue (anemia etc) sleep problems (stress) 

Plus other issues (10 out of 15 ) and i only noticed yesterday it could be long covid as a reason everything went wrong & I found out today I might never see my son again because they don't care I am ill and said my son better without me, 

So I may lose my beautiful boy for a illness millions of people had, 

I am really struggling and don't want to live if I lose my baby forever 😞",,
"I’m currently working with Kaiser for my mental health issues. I find it very challenging to work with Kaiser. 
What can I do or say to advocate for myself when asking to extend my time off from work as I continue to work through my mental health issues?  
Any advice for me is greatly appreciated.",,
"I'm so down, my family member is in mental hospital.  I've been left with their dog and to pay any unpaid bills.  I'm into my savings now because I am not allowed family members bank card. Bearing in mind my family member wants me to have my money I have paid out already but not allowed.  Today I had booked a chiropodist for family member and turned up at the hospital to pay them cash, as arranged.  Obv nurse in charge feels she has the authroity not to allow me to see family member and pay the chiropodist cash.  I had to leave the hospital because I can not talk or deal with idiotic people.  So I have had to go against myself and do bank transfer, my way is cash and that's what I organised with the chiropodist, cash.  I know it might sound petty but surly I am allowed to book a service and pay how I decide, it's my money.
They have had my family member a while, like keeping her prisoner as such and reluctant to let them home. I'm sorry but I have no respect for these people in authority, done no favours to me and total upset all day long because of them.  What makes things worse is any correspondence I have had from these so called professionals is that their spelling is atrocious.  If you can not spell or even compose an email better than me, how can I respect someone in authroity.
I might suffer from a bit of depression but the local mental health hospital is messing with me and making me totally more depressed.  My honest opinion they seem a bunch of idiots with spelling worse than mine.   I believe my family member they are holding thinks this too, well on them lines.
Thanks got it off my chest.",,
"How to explain this? 

Okay first of all since I got my surgery for my lacrimal duct I’ve been barely crying cus crying actually makes burn not now as much tough 

So I finally brewer my bottling fuse and sobbed hysterically today 

So my strategy for distraction is whenever I feel hopeless I try not to dwell instead mask it 

I was using drawing and talking to others online to pushing out the pain I was feeling of not going out often down and keeping it bottled 

Cause to be honest I went insane trying to understand this but sadly I cannot drive I’m very prone to anxiety and panic attacks along with blacking out 

So I rely on my mom as a 27 yr old 

Going out in my life is a rare treat 

I get it I got surgery I needed to rest but for gods sake it’s been two weeks since the doctor said I’m free to go out at this point I think you’re being paranoid 

Yes I’m aware we’re not familiar with many places but I don’t think that excuses 

Also yeah it’s awful how stepdad been distant since forever or since we moved to this house on December 25th 2022

But always I suggested stuff it felt like I always begged to go out so I stopped I come to a conclusion I’ll rot in this room and be filled with empty promises cause I’m also teased often of going around this or that place 

Yes I also get how the world is dangerous so there’s that among many many things 

So I poured it out I blew it out 

She heard things she may not want to hear it was important 

I spend most days in my room trying to distract myself and also preventing from us arguing since I overthink and my mind won’t stop running 

Sometimes I often think I shouldn’t have made this surgery okay I dunno 

But she’s like “ we going out tomorrow” 

At this point 

I don’t believe anything anymore I’ve been let down time and time again 

Yeah I get how stuff goes on in her life too I just wish she let me be more dependent and fly free 

Before you go “oh live  alone” 

Thought of that but I often have a gut feeling to where I wouldn’t have luxury I do 

It’s luxury but I pay a price 

Just like she’s with stepdad still for money and comfort life 

I’m with her for the same reason 

We’re both rotten gold diggers and comfort diggers",,
I'm so sick of feeling like this. I lost myself a long time ago. What's worse is I have no emotional support from pretty much anyone especially from those I put my trust in.  Things just keep getting worse and what makes it even harder is most around me just look at me like a screw up loser whatever who knows what they really think...and to be honest I don't care what they think because I know how damn hard I work to survive each day. I also think it's sad that complete strangers treat me better than family and supposed friends. Example...I do door dash and almost literally accidentally ran over an older couple pulling into a parking lot to pick up an order (mind you I've been beyond stressed) and I was like omg I'm so sorry I literally didn't see you I am SOOo very sorry...they both where like no no it's okay your good it happens...I'm thinking dude I almost ran you over I felt so bad even if they were in my blind spot and it was raining I still kept apologizing because I should have been more aware.  The lady goes hun your good have a good day with a smile on her face. 🫣 I literally still feel bad about it but they shrugged it off like it was nothing...why can't I be like that..I get angry over less than that for real now a days and maybe it's because of the consistent stress I'm under and my whole life going to hell but still no excuse for my anger.  Blessed Be I am soooo over everything but I'm really trying to hang in there with no support from a jerk of a spouse (another too long of a story not even worth telling) ugh 😮‍💨,,
"lol  I’m still not over how how I was on discord and me and this group of people we were sharing our Instagram art accounts and someone told me they expected that “I did realism art” 

Expectations are so dumb please 💀💀💀😂😂",,
"Please help.my 14yrs old daughter is been bullied at school.yesterday she was physically attacked and she doesn't want to talk about it.
Now I don't know what to do to give her some support and encouragement because she won't even show her face
Please help I'm really frustrated",,
"So finally, giving my self some self love, deep tissue massage a hour of just laying there thinking of nothing just relaxing 😌 sometimes in life we just have to try everything to see what makes ourselves feel better. Councilling check ✔️  deep tissue massage check ✔️  2 days off work ✔️  got my son to school check ✔️ now me time. 💖",,
Wondering if any members are from Northamptonshire. Meet for coffee and mutual support.,,
Thanks for having me on board,,
Has ur kid ever went to a residential ? What was the point where u decided to send them ? How many reg inpatient stays before u decided residential ???,,
If they are a minor and refuse meds while inpatient will thry make them stay till they take meds if thry are currently on meds ?,,
Has anyones kid been on lithium ? opinions of it,,
I am done talking about it I'm like a broken record I am done don't care let this pathetic society think what it will whatever just so done.   Thanks but no thanks let's just pray our children get better than what we get probably not gonna happen but is what it is can't change it so...Blessed Be night,,
"When your child hates you more than the abusive drug user. Says a lot about who you think you are as a parent. For her to feel completely alone while she was in your presence 24/7 is devastating news! I feel like my mere existence is still causing her harm. I wasn't a good mother for sure I was detached from reality for many years, and causing my children harm from my untreated mental health. No words can be said to undo the pain I'll caused them, at times I think the change I'm doing within myself is all for nothing. What has been done, can be undone and for that I'm forever sorry.",,
Reminder please as I will not tolerate rude messages sent to me!,,
"Just some thoughts. I’m trying in my mid fifties to progress. After floundering for decades. 

Four ingredients to well being 
1. Occupation or Work
2. Food. 3. Sleep
4. Medication if necessary. 

The problem is a catch 22. For forty years I have not been allowed to get work training. Because I have been deemed too ill. But occupation is as vital as food sleep and medication for being well

Otherwise self esteem will rot and mental health will get worse and worse. I don’t think anyone would deprive me of food or sleep or even my medicine before waiting for me to recover. As in the words of a very top consultant in London “ Work is the best therapy “. And each time I get unwell management decides to delay helping me get volunteering.  It’s the only real cause of my continuing setbacks. I can’t get well without feeling useful in society. aNd feeling useless in society makes me get chronic mental illness. My occupational therapy scheme was withdrawn from me becsuse I felt bad about myself. 

For me the more proactive things are. And I mean really proactive. The better. Being forced to stay in the slow lane despite A levels and published books is very frustrating. I don’t mean to annoy kind supporters who read this. Everyone has helped. I just find it exasperating that work which is like an essential vitamin is constantly something that no care worker is really preparing me intensely enough for. I’m losing weight but I need really really proactivity

There’s one thing much worse than being accelerated and going too fast and that is going too slowly. I have complained week in week out about the heavy sedation I’m on.  I think it is ‘ helpful’ but I believe strongly in going round in circles despite my incredible determination. The pills thoygh generally excellent - one medicine I’ve been on 21 years I think is in the very long run slowing me down 

Doctors and other healthcare workers especially in my life deserve the greatest praise and gratitude. But I would really hope they don’t abandon the greatest intensity of effort to help me out of this pit

Being relegated to mental health care instead of occupational preparation is not going to improve matters. I feel upset. If one falls down in a race one does not go backwards to make more progress. One should take a deep breath and carry on moving forward

Yes I had an episode. I believe that’s why I lost my occupational course. I’m disappointed but it seems for the sake of health caution I will be going round and round this circle forever. I could have done a lot lot more with my life. It’s disappointing. 

I’ve been careless I know but I do have good intentions. It is not an easy trap to escape. sorry for a long post but I’d really appreciate any feedback. 😊",,
"I try not to rely on yesterday or the past lately but I regret answering aunt’s phone call last night she was a huge energy vampire being all dramatic and stuff that today I woke up sort of weird like my energy  is unbalanced 

Future tip to myself: 
Never answer a phone call from her again since she’s always carry a heavy energy 

But yeah if you didn’t know I’m sensitive to energies which is why when I socialize online I take breaks for my mentally",,
"I'm really struggling today. I've been unwell with an infection and covid and it's really affecting my mental health. I'm terrified I'm going to die and my little one will be left without their mummy. I spoke to the doctors about it as I was concerned I may have sepsis and they checked my o2, heart rate was 93 and temp fluctuates so they're saying it's just my anxiety but I'm scared they'll miss something because everything is always ""it's your anxiety"". I've spent the day crying and looking at photos of my little one, making my husband promise to tell our little one how much I love them and how proud I am of them 😭 nothing reassures me x",,
"I wish i chang my brain because im fail i try alot of med check with different psychiatrist and psychologist therapy sessions etc nothing is work because they watching me 24 hour show me there faces and talk to me i can't remove there faces and can't stop there mouth al media control different personality come show me face and starting controlng me i can't stop them its not in my control everything il try also psychiatrist and psychologist fail in my case i don't know what i do i wish wish i chang my brain because some chip inside my brain or what i don't know im realy scare because different psychiatrist and psychologist are fail in my case i spend alot of money on schizophrenia but result zero
I have last stage of visual and auditory hallucination i don't know nothing is work only  way to kil myself because have no solution different psychiatrist and psychologist fail different med therapy nothing is work",,
I really can't take anymore. I have no one to talk to the sooner I'm out of this pain the better,,
"So this has been happening since February and it's doing my anxiety in, it started on January this year wen I got a letter from the dwp ( ul know wot that is if u live in the UK and for those that don't dwp stands for Department for work and Pensions ) it was a review form for my pip that i won bk in 2020 after trying twice if i hadn't of won i wasn't going to try again so on January i get this form and fill out myself bcus the dwp gave me 30 days so i did it myself which i shouldn't of done i sud of got some1 to help but i didn't want to wait bcus i was worried that the dwp wouldn't extend it tho they wud of done if i asked but i wanted it over and done with so i filled it out and sent it off February this year i get a text from the dwp about my pip review form saying that they have it and will review it as soon as possible i thought ok this went on until July 24th wen I get another text saying the same thing as the one I got in February I've not had one since and ever monday i go into panic mode bcus I'm dreading it bcus i can't go to a face2face like I've done twice before bcus those people are assholes they've no clue wot they are on about and they don't listen like the second time i went this woman cud see wot state my arms were in she cud see that i was mess but gave me zero points but I didn't know that until 2019 had to get my support worker to call them and ask why they are taking so long within a week i get a letter that says zero but i won in 2020 wen I first got my pip bk in 2020 it was used for taxis to and from town now its used for a carer that comes round mine once a week we're trying for twice a week but it keeps falling on deff ears.",,
"So, earlier I was on a downer. Sleep deprived is the contribution and I'm looking for love. But ever since (I have no idea, how many years I've been trying) I've been searching. I consistently get nothing but bad luck. I get ignored, rejected, blocked (for apparently no good reason whatsoever) ghosted, toxic intrusive nonsense, someone who has found someone else. Etc. It's a minefield. My hope and faith of ever finding someone is at zero % I have truly given up, but as it's the human spirit. We keep persevering, but why should I anymore. As it's in vain. There's someone who is interested, I've been chatting with her for weeks. We get on, she seems genuinely interested in me. But she's not keen on meeting up. She's telling me, she's not ready. I feel a connection, but I feel she's just reassuring me by saying that she will meet up. I feel like she's not being honest with me. I have trust issues, as humans have a poor tendency to not be honest. I'm different, I have a honest policy. 

So with this going on. I've lost interest in her. I got depressed because of sleep deprivation and I'm so tired of being alone. I have lost all faith and hope in life. I will die alone. I'm not gonna bother anymore. It's all a waste of time. Thanks to this latest quest, I got emotional and I was crying. I was in deep mental anguish. I suffer so much. I am the world's most unluckiest guy. 

Ironically, I treat them well, I am nice, decent, genuine, honest, loyal. Good and proper manners. Yet I get treated so unfairly. Why? I am so tired of this consistent nonsense. I am cursed with bad luck. I'm done. When this gets to me........I'm sorry I feel that way. I'm crying 😭 again. I have suffered enough. . I am a good guy and yet I get a bad deal. I don't try too hard. I be nice & yet I have to suffer rejection. I hurt so much. I can't stand being alone. Ugh, sorry I am so pathetic. I'm 52 years old and I'm sobbing like a baby. I want this pain to cease to be. I can't go through this anymore",,
"Hello everyone, I m running out of options I have no one to talk to anymore.",,
"I am really struggling at the moment and I've handed my notice in to go into another job in 2 weeks. I also have a sick note to hand in, I know work won't be happy about this.. on the other hand, I'm thinking of my mental health. 

I, deep down need this 2 weeks to get my head straight and to myself. Can't help but feel bad if i hand the note in😔😔 hate anxiety and depression!",,
"So the hubby called me a depressive bitch tonight - obviously I don’t make him happy, I think he makes me worse too and I just want to walk away!! No life is better than this life 😔",,
"Ya know even though I got a bunch of people getting on my case last night for my status for lack of knowing me and my background and not asking question just assuming 

I actually feel way better I woke up in wonderful spirits today 

Yes I own a diary but like I find it useless sometimes cause like I write my feelings but the feeling is still stuck with me 

So I’d rather rant here even if I get crap for it",,
"It’s just one of those days where I feel awful, sad where there’s a weight in my heart 

So I draw something creepy( in progrss) and watch sailor moon( I’m on sailor moon super btw)  to both express my emotions and rest my soul",,
"Random status cuz why not:

I think… I’m 90% ready to be social again while guarding myself not to be hurt with others again 

Not to get too attached and let my guard down 

I’ve been online socializing lately for now since I’m still healing for surgery hopefully after the 14th of this month I can back into the social scene 

But yeah I’ve been making connections again since 2020 and it feels pretty damn good 

I’ve woken up and realized I was being manipulated by my mother 

Like I get it you should keep your guard up for people cause it’s not rainbow and sunshine but you shouldn’t be paranoid either 

And listening to her so much her views on people was making me paranoid 

Her level is like 

The other mother from Caroline 

Is the best comparison explanation I can do 

So yeah I follow my gut while not getting myself hurt 

But yeah these last couple of days I’ve been working on my art while socializing on discord 

Now listen yeah I know it’s awful specially discord but if you think about it all is awful 

Every social media 
Every media 
Every celebrity everything that it exists 

But but not all is bad there’s good and bad side to all things 

The world I realize it’s not just black and white thetes so much beauty and ugliness at the same time 

It’s messy but yet it’s so beautiful 

I really hope I make sense cause it’s making sense to myself but ya know English as second language sometimes my thoughts don’t write words well 🙂",,
